perplex |  v. 使...困惑, 使...更复杂, 使...为难
envisage |  vt. 想像，设想; 正视，面对; 观察，展望
conclusion |  n. 结论
vegetarian |  n. 素食者 // adj. 素食的
difficulty |  n. 困难，争议，反对，麻烦
arise |  vi. 上升,引起,出现
register |  v. 记录, 登记, 注册, 挂号 // n. 暂存器, 记录, 登记簿 // n. (语)语域; 通风调节设备
stitch |  n. 一针,疼痛,碎布条 // vt.& vi. 缝合
drill |  n. 训练；钻孔机；钻子；播种机 // vi. 钻孔；训练 // vt. 钻孔；训练；条播 // n. (Drill)人名；(德、英)德里尔
rain |  n. 雨(水), (复数)雨季 // vi. 下雨 // vt. 使大量落下
tentative |  n. 试验,假设 // adj. 试验性质的,暂时的,犹豫不决的
zero |  num.&amp;n. 零
outcome |  n. 结果
chorus |  n. 合唱队,歌舞队，齐声说道，副歌部分， // vt. 合唱
thank |  vt.谢谢，感谢； 责怪，把…归于 // n.感谢，谢谢，道谢的话
exotic |  adj. 异国的,外来的,奇异的,脱衣舞的 // n. (复数)异国风格的事物,脱衣舞者
shuttle |  n. 航天飞机；穿梭；梭子；穿梭班机、公共汽车等 // vt. 使穿梭般来回移动；短程穿梭般运送 // vi. 穿梭往返
thereafter |  adv. 其后, 从那时以后
rubber |  adj. 橡胶的 // n. 合成橡胶,橡胶
deduct |  vt. 扣除，减去；
quarter |  n. 四分之一, 一刻钟, 季度, 25美分 // vt. 四等分 // vi. 住宿, 驻扎 // adj. 四分之一的
tail |  n. 尾部, 后部, 侍从, 屁股, 硬币反面, 跟踪者 // adj. 在后面的, 从后面而来的 // vt. 连结, 除去尾巴, 装尾巴 // vi. 附于其后, 尾随, 逐渐消失
strong |  adj. 强壮的, 牢固的, 坚定的, 坚强的, 强烈的, 浓的
anything |  pron. 任何事
rice |  n. 稻,饭,米
vast |  adj. 广阔的,巨大的 // n. 浩瀚的太空
capsule |  n. 荚膜, 胶囊, 简缩, 太空舱 // vt. 装入胶囊, 简缩, 概括 // adj. 精简的, 小巧的
ebb |  n. 退潮,衰落 // vi. 落潮,衰退
chair |  n. 椅子,席位,讲座,要职 // vt. 上任,使担任（某事务）的主席,主持
nickel |  n. 镍, 镍币, 五分镍币 // vt. 镀镍于
grandmother |  n. (外)祖母
function |  n. 功能, 函数, 重大聚会 // vi. 运行, 起作用
jug |  n. 水壶, 监牢
manufacture |  n. 产品,制造,制造业 // vt. 制造,加工 // vi. 参与制造
official |  adj. 官方的,正式的,有权威的 // n. 官员
ascertain |  vt. 确定,探知,查明
troop |  n. 群,组,军队,大量,童子军 // vi. 群集,结队,成群前行,陪伴
contradict |  vt. 反驳,与...矛盾
prevail |  vi. 获胜, 盛行, 主导
conversation |  n. 会话,谈话
obsolete |  adj. 已废弃的, 过时的
insist |  vt. 坚持,强调 // vi. 坚决主张
give |  vt.& vi.给予； 赠送； 作出 // vt.供给； 产生； 举办； （为购买某物或做某事而）支付 // vi.（物体）塌下； 让步 // n.伸展性，弹性
refer |  vt. 把…提交; 把...归因, 归类为 // vi. 谈及, 咨询, 参考
family |  adj. 家庭的 // n. 家庭
acceptance |  n. 接受（礼物、邀请、建议等），同意，认可
tent |  n. 帐篷 // vt.& vi. 住帐篷,宿营
peel |  n. 皮 // vt. 削皮,剥落 // vi. 脱皮,脱衣服,脱离
holiday |  n. 假期,假日 // vi. 度假
historian |  n. 历史学家，编史者
ghost |  n. 鬼,幽灵,一丝 // vt. &vi. 像(鬼一样)地行进
maintenance |  n. 维护, 保持, 维修, 生活费用 // n. 供给, 抚养; 主张
contemplate |  vt. 注视,沉思,打算
extinguish |  v. 熄减, 消减, 偿清
expose |  vt. 暴露,揭穿,使遭受（危险或不快）
ski |  adj. 滑雪（用）的 // n. 滑雪，滑雪板 // vt. & vi. 滑雪
saucer |  n. 茶托, 碟子
manner |  n. 样子,礼貌,风格,方式
bake |  vt. 烘焙,烤 // vi. 烘焙,烤,变得炎热 // n. 烘焙,烤
merry |  adj. 欢乐的,愉快的,敏捷的
nice |  adj. 美好的,令人愉快的,漂亮的,善意的
ashamed |  adj. 感到惭愧,感到害臊,因为羞耻或勉强作某事
suspicion |  n. 猜疑,怀疑
chief |  adj. 主要的, 首席的 // n. 首领
relish |  n. 滋味, 享受, 爱好, 调味品 // vt. 加调味料, 享受, 品味 // vi. 有滋味
indicate |  v.指明, 表明, 显示, 象征, 指示
overtime |  n. 加班时间(加班加点费) // adv. 在规定时间之外(超出时间地)
slice |  n. 薄的切片,一部份,锅铲 // vt. 切成薄片,大幅降低
request |  n. 要求, 请求 // vt. 请求, 要求
impart |  vt. 传授, 赋予, 告知
weave |  n. 编法, 织法, 编织 // v. 编织, 组合, 编排
elephant |  n. 大象, 庞大笨拙难处理的事物
handy |  adj. 方便的, 手边的
frog |  n. 蛙,马的蹄叉,刀剑的挂环
extent |  n. 广度,宽度,长度,大小,范围,范围,程度 // n. [律]&lt;英&gt;扣押, &lt;美&gt;临时所有权令
justify |  vt. 替...辩护,证明...正当 // n. 对齐 // [计算机] 调整
luxury |  n. 奢侈, 豪华, 奢侈品
queen |  n. 女王,王后,最重要的女子或事物,女冠军,女王蜂 // vi. 立...为女王,当女王 // vt. 成为女王或王后,以女王的身份统治 // vt. 使卒子达底线变为王后取得纵,横,斜自由行走的资格
February |  n. 二月
eternal |  adj. 永久的,永恒的 // n. 永恒的事
industrial |  adj. 工业的,产业的 // n. 工业公司
tip |  n. 顶, 尖端, 小费，指点 // v. 提出建议或意见, 倾斜, 给小费, 轻触
third |  adj. 第三(的) // n. 三分之一 // num. 第三
church |  n. 教堂,礼拜仪式,基督教徒 // adj. 教堂的 // vt. 把...带到教堂接受某种宗教仪式
confirm |  v. 确定, 批准, 证实
ascend |  v. 上升, 攀登
title |  n. 头衔,名称,标题,所有权,资格,冠军 // vt. 赋予称号,加标题于 // adj. 标题的
rest |  n.休息； 剩余部分； 支持物； 宁静，安宁 // vt.& vi.（使）休息； （使）倚靠[支撑] // vi.休息； 静止； 停止； 安心 // vt.使休息； 使轻松； 使长眠； 使依赖
power |  n. 力量, 权力，电力 // vt. 供电，激励，全速前进 // adj. 与力量有关的，与权力有关的，电力控制的
grease |  n. 兽脂,油脂 // vt. 用油脂涂,上油,促进
quantitative |  adj. 数量的,定量的
lever |  n. 杠杆,似杠杆之工具 // vt. 撬开,使用杠杆
verdict |  n. 裁定, 定论
assert |  vt. 主张,声明,断言
disclose |  vt. 揭露
refund |  n. 偿还 // vt. 付还,偿还借款,换回新公债
tempo |  n. 拍子, 速率
specimen |  n. 样本,标本
restaurant |  n. 餐馆,饭店
service |  n. 服务, 公务部门, 服役, 发球, 发球方式 // vt. 维护, 保养
technology |  n. 技术,工艺(学)
commemorate |  v. 纪念,庆祝 // vt.&amp;n. 纪念
expect |  vt.期望； 预料； 要求； 认为（某事）会发生 // vi.预期； 期待； 怀胎； 怀孕
ward |  n. 守卫, 监护, 病房, 行政区, 由监护人或法院保护的人（尤指儿童） // vt. 守护, 躲开
will |  aux.将，将会； 会，要 // n.愿意； 意志（力）； [法]遗嘱 // vt.决心要； 将（财产等）遗赠某人； 用意志力驱使（某事发生） // vi.愿意， 希望， 想要
cabin |  n. 船舱,机舱,小木屋 // vt. 抑制 // vi. 住在小屋
sock |  n. 短袜,喜剧,猛击 // vt.& vi. 重击,痛打
poll |  n. 投票,民意测验,民意,票数 // vt. 做民意测验,获得...票,剪树枝  // vi. 投票
council |  n. 理事会,委员会, 商议
everybody |  pron. 每人, 人人，各人
sun |  n. 太阳,阳光,中心人物,像太阳般的东西 // vt.& vi. 晒太阳
nerve |  n. 神经(生物)，精神,勇气,叶脉 // vt. 鼓起勇气
spring |  n. 春天, 弹簧, 弹跳, 泉水, 投射 // vt. 弹起, 使喷涌, 越过, 弹出, 释放, 发生, 跳, 裂开 // vi. 射出, 涌入(出), 发芽, 长高
two |  num. 二，两个
cigar |  n. 雪茄烟
deceit |  n.欺骗，诡计，不诚实
seed |  n. 种子 // vi. (植物)结实,播种 // vt. 播种
harm |  n. 伤害 // vt. 伤害
republican |  adj.共和国的； 共和政体的； 共和主义的； <美>共和党员 // n.拥护共和政体者，共和主义者； <美>共和党的
pack |  n. 包裹,一群,一副,一帮,一群 // vt. 包装,捆扎,塞满, 收拾行李， 佩戴 // vi. 包装，（用某物）保存，保藏 ,塞进
burn |  n. 烧伤,灼伤 // vt. &vi. 燃烧,烧着,烧毁,灼伤
blackmail |  n. 勒索 // vt. 勒索，讹诈
fable |  n. 寓言
pray |  vt. &vi. 祈祷, 恳求
skip |  n. 跳跃,跳读 // vt. &vi. 跳越,蹦跳,略过,跳过
core |  n.中心，核心，精髓； 果心，果核； [地质学]地核； [计] 磁心 // vt.去（果）核，挖去…的果心； 提取岩芯（样品）
latitude |  n. 纬度，界限,自由选择权
yesterday |  n.&amp;adv. 昨天
agriculture |  n. 农业
seminar |  n. (大学的)研究班,研讨会
outward |  adj. 向外的, 表面的, 外部的 // adv. 向外, 在外, 表面
execute |  vt. 执行,处决，实行,完成 // [计算机] 执行
bubble |  n. 泡沫, 气泡, 幻想, 骗局, 欢乐 // vi. 起泡, 出现, 洋溢 // vt. 使冒泡
exclusive |  adj. 独占的, 唯一的, 排外的; 高价的, 时髦的 // [计算机] 互斥的 // n. 独家新闻, 独权
insurance |  n. 保险
gallery |  n. 美术馆, 画廊, 顶层楼座, 狭长的房间
write |  v. 写
teach |  vt. 教,教书,教导，教训 // vi. 给予指导
widespread |  adj. 分布(或散布)广的,普遍的
fluent |  adj. 流利的, 流畅的
abrupt |  adj. 突然的；唐突的, 陡峭的
proof |  adj. 防...的,耐...的,能防护 // n. 校样,证据,证明 // vt. 检验,给...做防护措施
whatever |  pron.&amp;conj. 无论什么 // adj. 不管怎样的 // det. 不管什么,无论何事
pupil |  n. 瞳孔,学生,小学生
Latin |  n. 拉丁民族的人,拉丁文,拉丁语 // adj. 拉丁文的,拉丁人的,拉丁语的
destruction |  n. 破坏,毁灭,破坏者
whole |  adj. 整个的, 完全的, 未受损的, (人)全面发展的 // n. 全部, 通常情况 // adv. 完全地, 统一地
north |  adj. 北,北方(的) // adv. 向北方 // n. 北,北方
not |  adv. 不 // [计算机] "非"
leaflet |  n. 小叶,传单 // vt.& vi. 散发传单
offset |  n. 抵销,支派,平版印刷,弯管 // vt. 弥补,抵销,用平版印刷 // vi. 形成分支
merit |  n. 功绩, 价值，优点 // v. 博得，值得或应得
peanut |  n. 花生
succeed |  vt. 成功,继承,继续 // vi. 接替,有作为
quiver |  v. 颤抖, 振动 // n. 震动, 颤抖, 箭袋，箭袋内的箭
greedy |  adj. 贪婪的
data |  n. (datum的复数)资料,数据
cardinal |  n.红衣主教，鲜红色，基数，北美红雀 // adj. 主要的，深红色的
surgery |  n. 外科,外科手术, 诊所
though |  adv. 可是,然而,不过 // conj. 尽管,虽然 // prep. 但.
cotton |  n. 棉花,棉 // vi. 向…讨好，明白，领悟
class |  n. 班级,(等)阶级,种类 // vt. 分类
goose |  n. 鹅，鹅肉 // vt. 推动
Saturday |  n. 星期六
secure |  adj.安全的； 牢固的； 有把握的； 安心的 // vt.保护； （使）获得； 使安全； 担保 // vi.获得安全，变得安全； 安全，保险； 承保，担保； [航海学]停止工作
synthesis |  n. 合成,综合,推理
nominal |  adj. 名义上的,有名无实的,名词性的 // n. 名词词组
free |  adj. 自由的,大方的,免费的 // vt. 释放,解放 // adv. 自由地,免费地
exemplify |  vt. 例证,例示
farther |  adj. 更远的, 进一步的 // adv. 更远地, 进一步地
somehow |  adv. 不知怎么地,以某种方式
corporation |  n. 公司, 法人, 集团
cup |  n. 杯子 // v. (使)成杯形 // vt. 使成杯形
widow |  n. 寡妇,遗孀 // vt. 使丧偶
shark |  n. 鲨鱼,贪婪的人,老手
perpetual |  adj. 永恒的,永久的,一再往复的
trial |  n.试验； [法]审讯，审判； 磨难，困难； [体]选拔赛 // adj.试验的； [法]审讯的
vote |  v.投票，选举； 提议； 投票表决； 公认，由舆论决定 // n.投票，表决； 投票数； 投票权； 决议
evolve |  vt. &vi. 进展,进化,展开
slow |  adj. 慢的 // adv. 慢慢地 // vt.& vi. 放慢,减速
random |  n. 随意,任意 // adj. 任意的,随便的,胡乱的 // adv. 随机地
architecture |  n. 建筑学, 建筑业, 建筑物, 结构 //  [总称]建筑物, 建筑风格
primary |  n. 最主要者 // adj. 主要的, 初期的, 根本的
mend |  n. 修补, 改进, 修补处 // vt. 修改, 改进 // vi. 改过自新, 改进, 痊愈
resign |  vi. 辞职,顺从 // vt. 辞职,放弃,使顺从
usage |  n. 惯用法,使用,用法
lift |  vt. 举起；提升；鼓舞；空运；抄袭 // vi. 消散；升起；耸立 // n. 电梯；举起；起重机；搭车
rise |  n. 上升,增加,小山 // v. 升起,起身,上升,(日、月、星)升起
medal |  n. 奖章,勋章,纪念章 // vi. 获得奖章
might |  aux. 可能,也许 // n. 力量,威力 // v. 或许,可以
mechanism |  n. 机制,原理，机械,机构,结构
construct |  vt. 构造,绘制,建造,想出 // n. 构想,建造物
finger |  n. 手指,指针 // vt. 用手指触碰（演奏），（用手）指， // vi. 触摸，用手指演奏乐器，
miniature |  n. 缩图,小画像 // adj. 小规模的,纤小的
swim |  游泳
marry |  vt. &vi. 结婚,结合
gather |  vt.收集； 聚集，搜集； 收紧，收缩； 采集 // vi.逐渐增加，积聚 // n.聚集； 衣褶
disgust |  n. 厌恶,嫌恶 // vt. &vi. 令人厌恶
ordinary |  adj. 普通的
lemon |  n. 柠檬
formal |  adj. 正式的,形式的,礼节上的,拘谨的 // n. 正式(活动)
desperate |  adj. 不顾一切的,绝望的, 极想得到的
travel |  n.旅行,移动 // vi. 旅行,传播,移动 // vt. 横贯
repeatedly |  adv. 重复地, 再三地
folk |  n.民族； 人们； 〈口〉家属，亲戚； 民间音乐 // adj.民间的； 普通平民的； 流传民间的； 普通百姓的
gramme |  n. 克(重量单位) // =gram
sympathize |  v. 同情, 同感
plaster |  n. 石膏, 灰泥, 膏药 // v. 涂以灰泥, 敷以膏药, 使...平
loom |  n. 织布机,若隐若现的现象 // vi. 朦胧地出现,隐约可见,可怖地出现
day |  n. 白天,一天
narrow |  adj. 狭窄的，有限的；勉强的；精密的；度量小的 // n. 海峡；狭窄部分，隘路 // vt. 使变狭窄 // vi. 变窄
incentive |  adj. 刺激的, 鼓励的 // n. 刺激, 鼓励, 动机
interest |  n. 兴趣, 嗜好, 利息; 股份 // vt. 使...感兴趣
coil |  n. 卷,骚动,【电】线圈, 绕组 // vt. &vi. 盘绕,卷
odd |  adj. 奇数的,古怪的,剩余的 // . 奇数
itself |  pron. 它自己, 它本身
salad |  n. 色拉,凉拌生菜,杂烩
ditch |  n. 沟渠 // vt. 坠入沟中，摆脱，飞机（在海上）迫降 // vi. 挖一条沟渠，飞机紧急降落
hygiene |  adj. (hygienic) // n. 卫生
percentage |  n. 百分率,比例,可能性
mercy |  n. 怜悯, 宽恕, 仁慈, 恩惠, 幸运
dynasty |  n. 朝代, 王朝
empty |  adj. 空的,空虚的,空腹的 // n. 空物 // vt. 使...空 // vi. 变空,流入
meditate |  v. 想, 考虑, 计划
bypass |  vt. 绕开, 忽视 // n. 支路，旁道
indispensable |  adj. 不可缺少的
deliver |  vt.发表； 递送； 交付； 使分娩 // vi.投递； 传送
institution |  n. 机构,惯例,创立
even |  adj. 平坦的, 偶数的, 相等的 // adv. 甚至, 恰好, 正当 // v. 使平坦, 相等
stagnant |  adj. 不流动的, 不景气的
response |  n. 反应, 响应; 回答
stove |  n. 炉子,火炉窑;烘房；【主英】温室 // v. stave的过去式和过去分词
fairy |  n.&amp;adj. 仙女,小精灵
lamb |  n. 羔羊,小羊,羔羊肉,温顺的人 // vt. &vi. 产羊羔
exception |  n. 除外,例外
test |  n. 测试, 试验 // vt. 测试, 试验, 接受测验, 测得... // adj. 测试的
activity |  n. 活动；行动；活跃
saddle |  n. 鞍,车座,山脊,拖具 // vt. 装以马鞍,使负担 // vi. 装马鞍
interfere |  vi. 妨碍,冲突,干涉
spin |  n. 旋转, 疾驰 // v. 纺织, 旋转, 拉长
erect |  adj. 直立的,竖立的,笔直的 // v. 竖立,使...直立,建筑
evident |  adj. 明显的, 明白的
glimpse |  n. 一瞥,一闪 // vt. &vi. 一瞥, 闪烁
discern |  vt.看出； 理解，了解； 识别，辨别 // vi.辨明，分清
comfortable |  adj. 舒适的,充裕的
fringe |  n. 流苏,次要,（地区或群体）边缘,（沿…边缘的）一排（树木、房屋等）vt. 用流苏修饰,镶边
as |  adv. 同样地, 像 // prep. 当做 // conj. 当...之时, 像...一样, 因为
bewilder |  vt. 使迷惑，使...不知所措
whose |  pron. 谁的
chaos |  n. 混乱
parent |  n. 父母,根源 // vt. &vi. 抚养,产生
scheme |  n. 方案, 计划, 阴谋 // v. 计画, 设计, 体系, 结构, 图谋
campus |  n. (大学)校园
levy |  n. 征税,召集 // vt. 征收,发动(战争 // vi. 强收
examine |  vt.检查，调查； 考试； 诊察； 审问 // vi.检查； 调查
occupation |  n. 职业
wealth |  n. 财产,财富,大量,丰富
embody |  vt. 代表, 使具体化, 包含,使(精神)肉体化
bind |  vt. 绑,约束,装订,粘合
shallow |  adj. 浅的, 肤浅的, 浅显易懂的 // n. (pl.)浅滩, 浅处 // v. 变浅
combination |  n. 结合,联合，联合体
job |  n. 工作,职责,任务 // vt. 投机买卖,营私舞弊,不公正地判罚,分包任务 // vi. 工作,假公济私,做分销商或批发商 // adj. 与工作有关的
thereby |  adv. 因此,从而
subscribe |  vt. 签名,签署,支持 // vi. 签名,签署,定期捐赠,订阅
sneak |  vt. 偷偷摸摸做 // vi. 偷偷地走,偷偷地做 // n. 鬼鬼祟祟的人,潜行,溜 // adj.暗中进行的,出其不意的
existence |  n. 存在, 生存
spectacle |  n. 值得看的东西, 光景, 眼镜
tactic |  n. 战略,策略 // adj. 战术的,有策略的
velocity |  n. 速度, 速率, 迅速
romantic |  adj. 浪漫的 // n. 浪漫的人
segment |  n. 部分 // v. 部分,段,分割 // vt. 分割
relativity |  n. 相对性，相关性
joint |  adj. 联合的, 共同的 // n. 关节, 接合处 // v. 连接, 贴合
mathematical |  adj. 数学的，精确的，可能性极小的
child |  n.小孩，孩子； 幼稚的人； 产物； 弟子
regulate |  v. 有系统的管理,规定,调节
consult |  v. 商讨,向...请教,查阅
